#{"t_start": 1643378250.1699631, "env_id": null}
r,l,t
305.713882,446,28244.812941
854.952035,1020,28272.858293
795.444402,860,28292.829586
402.0,412,28306.233227
22.606182,49,28306.952233
1844.743125,2055,28365.44039
1222.855928,1395,28404.160549
1138.526301,1201,28431.552875
1497.390204,1693,28482.183793
1234.68214,1315,28524.033697
221.0,223,28531.653763
2585.567304,2895,28607.02343
1153.936197,1203,28642.717612
116.233623,329,28653.54683
245.482662,296,28661.403906
1308.412259,1335,28701.446881
405.213622,449,28713.418806
335.503542,378,28725.315122
16.259445,84,28726.99825
2992.36349,3325,28817.308391
482.553418,536,28830.932083
50.397438,63,28831.856553
235.0,237,28838.986933
54.650046,60,28840.982837
0.0,2,28841.013215
3.968237,76,28842.144643
1631.708684,1973,28898.661191
131.492905,246,28905.723243
-9.065983,38,28906.283397
1590.713731,1682,28954.030008
2921.928052,3379,29046.982585
881.764672,997,29074.287988
875.316472,893,29099.097604
3103.386294,3541,29202.008414
-1.175505,7,29202.113065
-19.4,24,29204.057292
-1.0,8,29204.172126
-34.6,43,29204.794976
769.359819,795,29223.755267
5086.407464,6471,29411.511579
1058.064083,1659,29460.347624
390.523163,630,29477.755257
47.0,72,29482.615078
55.859376,352,29491.945058
524.426607,626,29506.430881
1753.563261,1856,29562.36664
15.360667,235,29568.964162
12.0,14,29569.167892
1106.048446,1378,29604.973197
2390.349187,2819,29686.54209
3.218406,48,29688.312862
84.0,86,29689.543264
-1.0,1,29689.558121
2212.146324,2554,29769.781254
146.065813,236,29776.248263
-41.0,73,29777.384386
447.633738,470,29789.578642
405.984255,427,29799.627558
-7.35776,149,29806.434937
525.683808,630,29824.34143
3888.414415,4187,29938.268704
-2.292805,166,29944.047685
1543.094881,1683,29997.136928
-14.6,45,29997.801111
194.37993,239,30004.320039
345.157652,385,30013.919524
-1.0,55,30015.857077
379.810554,482,30028.239571
0.481705,10,30028.38536
-317.14546,509,30043.630479
-10.275294,119,30046.366603
1108.053243,1234,30081.851636
607.08308,681,30098.540362
514.773179,528,30114.444121
2260.932567,2693,30194.985777
2.593741,24,30195.338948
1119.986917,1254,30226.107066
2880.723587,3034,30310.821699
-86.6,108,30315.270639
-1.0,1,30315.28524
150.651333,279,30322.450729
1652.249984,1880,30376.734616
5.842367,28,30379.951163
-4.483877,46,30380.638836
75.43497,158,30384.414498
861.896624,904,30413.637226
2290.744806,2543,30484.644444
481.646099,537,30500.262733
560.50368,797,30524.44953
34.0,59,30525.299487
-58.6,95,30528.229362
364.750898,413,30540.214997
17.988763,34,30540.707039
-79.4,99,30544.596384
-51.60935,357,30556.038383
539.217594,586,30573.439873
-16.2,20,30573.729118
293.184965,336,30581.183742
1124.472312,1177,30615.882288
1423.552078,1604,30665.777415
1198.93715,1224,30703.075703
1587.840965,1707,30750.375298
-1.0,1,30750.392963
139.849264,416,30764.498975
807.975401,924,30792.584744
216.994735,275,30800.96429
395.919141,494,30814.9001
473.855332,486,30826.38919
2.013649,14,30826.603954
138.583311,180,30831.899682
32.512274,58,30832.77106
-11.608358,140,30835.942776
206.242308,219,30841.20929
-8.800632,91,30843.859196
-1.0,13,30844.074271
4103.693812,4320,30967.035547
1171.12608,1221,31004.325061
-9.8,12,31004.508275
45.915178,113,31008.289231
587.0879,641,31033.712435
690.471249,705,31055.592419
-1.0,1,31055.606903
774.776044,801,31080.621283
554.92247,609,31097.108181
87.0,104,31100.989157
-24.2,59,31101.860569
718.515954,982,31132.597279
-1.8,2,31132.627282
976.192226,1122,31165.049002
4.0,6,31165.138905
365.684635,378,31177.81184
15.193246,45,31179.756623
218.0,220,31183.356771
166.727095,177,31192.185234
-3.265754,19,31192.464618
540.943327,595,31209.834571
5.0,35,31210.352224
251.158382,257,31216.838183
723.501663,848,31238.866211
2293.066327,2522,31308.278478
969.753367,999,31335.046088
948.811704,1068,31364.529752
-16.806443,45,31365.184477
1808.129399,1931,31419.263302
-0.142363,19,31420.811068
69.251023,233,31425.848276
541.887645,606,31444.832068
414.89901,640,31459.462605
1093.332425,1122,31490.93206
775.773247,807,31518.801072
19.090324,88,31521.440156
0.565913,10,31521.58763
948.909633,1039,31547.618305
-1.0,1,31547.635263
682.371888,748,31571.251107
-1.765904,10,31571.398162
271.828393,344,31582.717374
983.0,986,31609.829875
1439.002017,1555,31660.186947
228.279587,313,31671.783247
1949.972792,2250,31738.069731
143.584212,241,31745.155481
829.056839,891,31777.307256
627.460929,682,31799.496801
1634.438309,1684,31849.631236
27.586344,150,31853.345026
816.479893,843,31881.030992
105.023115,292,31892.447924
407.064909,658,31911.704093
1185.677931,1342,31956.151498
-16.971654,26,31956.53336
256.986453,443,31970.779528
199.969,341,31979.176015
902.613148,1073,32013.971811
1899.030991,1973,32075.652406
453.273194,525,32091.499279
-1.0,1,32091.514315
731.666804,958,32122.222178
4484.282286,4781,32261.242232
1960.950928,2007,32320.172563
512.587941,533,32333.434038
903.134245,1057,32366.328287
64.2,79,32367.507438
2254.624716,2449,32438.258013
-18.465173,157,32443.717336
-1.0,1,32443.732482
3635.805139,3857,32563.291226
887.012417,1046,32591.349876
18.2,41,32595.863618
-1.0,1,32595.879183
1817.906543,1911,32653.697307
-18.178983,39,32654.264254
605.040615,646,32673.956611
-5.0,24,32675.368223
-71.829386,99,32676.820148
363.009475,458,32691.064041
1629.3907,1706,32736.010688
1565.371169,1658,32783.370562
805.111725,924,32813.540163
668.960036,695,32832.863812
-81.918088,240,32840.618843
-15.4,48,32841.319724
1758.96665,2100,32904.010073
643.504507,935,32929.927805
1160.483622,1184,32963.948566
548.360964,595,32984.53479
1780.717433,1972,33047.145221
1026.530356,1230,33077.136819
29.0,31,33078.917435
219.435873,283,33085.625035
63.182324,96,33088.473071
896.040184,953,33111.827421
1866.195395,2199,33176.504919
511.115666,540,33194.349141
-16.2,20,33194.646218
684.579497,705,33215.426512
997.245352,1056,33245.368092
699.0,726,33266.024835
165.927312,233,33272.476441
453.917386,689,33293.979499
41.389527,54,33294.781
-1.0,1,33294.796164
654.503372,703,33314.057836
26.252055,58,33314.911092
863.139489,883,33337.483166
193.501165,699,33364.496236
492.578697,596,33385.732973
266.562127,421,33396.378814
478.907057,562,33412.945426
73.263817,144,33420.628755
876.532293,1170,33453.587046
-14.6,18,33453.853776
828.93817,852,33478.635976
888.039967,902,33509.325029
16.651649,304,33519.154609
535.56251,586,33534.907717
6.232675,14,33535.114298
502.759419,568,33552.410671
-1.0,1,33552.428358
334.42429,354,33560.883235
-0.064667,18,33561.149709
760.045009,838,33580.840602
1124.876152,1210,33613.388361
-10.6,68,33614.896565
8.849239,43,33615.530151
-18.6,70,33618.026259
363.892488,401,33627.242393
-1.359756,5,33627.315023
1772.202925,2015,33683.405199
1583.825804,1613,33729.429195
1833.714199,2063,33786.146741
1057.542534,1130,33820.895536
-59.765162,143,33824.348738
1183.677565,1308,33860.546252
793.811836,1011,33884.807092
418.973505,443,33896.603693
16.638189,255,33903.650445
177.40943,254,33912.507075
-26.379194,69,33913.552928
1114.267279,1179,33955.834364
80.557326,195,33959.703034
204.362206,244,33968.611706
-5.0,24,33970.823592
-1.0,1,33970.838502
1511.479678,1578,34017.01327
987.569766,1074,34047.434668
630.763855,753,34068.736594
1007.783655,1107,34103.351689
-12.2,27,34103.740646
10.761479,34,34104.236686
-0.642881,28,34104.642888
283.0,286,34112.721274
2015.288481,2094,34170.756875
1032.227449,1214,34210.300323
1672.025451,1865,34265.919061
121.0,123,34268.42415
546.51929,638,34285.779305
485.320038,534,34301.727711
-52.068575,69,34304.701578
-49.790091,69,34305.770725
65.55654,185,34311.66214
2279.612458,2437,34383.639908
915.328799,1024,34411.715154
892.676026,955,34439.829347
1183.533532,1373,34479.982545
45.02254,171,34489.935541
11.0,38,34490.518607
2619.977487,2824,34580.72338
1116.236055,1151,34613.239036
2864.858473,3252,34705.669725
-1.0,1,34705.685645
1633.759753,1747,34755.898819
276.18725,321,34762.800416
-1.584878,14,34763.033548
1971.438532,2020,34818.49073
5.402813,90,34819.809201
2.0,13,34820.003911
2663.075147,3068,34907.281865
1964.883322,2215,34976.952713
455.000874,559,34992.418812
-2.873065,25,34992.792459
579.308297,850,35015.14808
-35.4,44,35015.819469
481.667639,633,35033.227718
1099.672838,1151,35070.884593
434.567659,463,35084.226428
-48.42402,61,35086.642624
-1.0,1,35086.656867
932.844275,1046,35113.183244
423.637862,565,35129.196305
851.0,853,35153.480735
-4.2,55,35154.271242
577.375714,780,35174.380272
1649.80048,1818,35229.833773
611.612856,781,35251.163394
2104.667882,2369,35320.744677
250.622451,407,35330.637009
756.088743,784,35360.534703
-0.718978,5,35360.61027
1.0,56,35361.427438
895.633699,927,35384.369037
-24.27938,118,35386.103326
89.0,105,35390.113642
128.0,135,35394.622458
2661.108536,2872,35473.547393
1357.825908,1566,35516.663551
217.853844,245,35524.210633
17.8,44,35524.865633
307.0,309,35535.142403
6.38755,40,35535.747557
-1.0,1,35535.764877
1307.28117,1448,35584.654857
26.8,58,35585.51899
2612.580489,2848,35671.045803
346.312601,605,35687.194546
678.979687,1088,35719.047672
-5.090281,71,35721.921712
205.733516,260,35728.963212
1062.413705,1192,35764.080752
1903.915273,2065,35824.093954
26.046483,43,35824.731761
2366.793991,2463,35891.437386
-57.379014,82,35893.991788
636.0,639,35913.228742
945.467331,1008,35938.595818
801.844035,900,35967.000545
-16.2,45,35968.797729
-1.0,1,35968.812974
1251.961544,1340,36006.039773
1346.866037,1380,36045.646689
1415.26484,1631,36102.046449
1434.343828,1503,36142.707572
727.799501,753,36165.666553
818.236106,1080,36198.705491
243.704136,341,36207.360652
2030.917217,2080,36269.563832
2.0,4,36269.623173
478.171175,484,36290.725512
973.394967,1076,36325.79076
23.590755,39,36326.366859
251.261498,306,36334.536248
1096.590461,1271,36373.183009
192.0,194,36377.959993
660.0,667,36398.708856
220.726441,344,36407.756324
-0.587814,94,36410.217744
375.275488,539,36429.185879
22.163546,28,36429.618376
27.0,33,36430.13268
134.417131,225,36437.5596
-39.097386,74,36438.648657
84.948287,190,36447.848354
1713.35035,1800,36501.458521
1012.770913,1139,36537.642783
853.221261,888,36566.093296
-12.2,15,36566.31597
1194.028331,1261,36605.50383
230.38274,280,36612.897752
520.535854,547,36627.583785
563.98451,725,36646.316109
277.230361,474,36660.693209
-6.480348,15,36660.925054
-68.619007,211,36665.957456
563.516982,677,36687.695385
407.05611,424,36699.835105
1092.93119,1255,36740.757783
1095.643698,1381,36778.425384
699.896378,842,36799.988
212.461985,231,36806.052738
-1.379315,6,36806.139996
-66.124746,102,36808.946873
761.85461,999,36834.780109
416.606425,620,36853.865923
398.0,400,36867.658857
-1.092422,3,36867.703428
2846.370843,3083,36960.029575
13.355284,90,36963.034976
1806.96675,2035,37024.773235
0.502685,20,37025.071706
162.674342,251,37034.396523
-13.0,16,37034.631241
1917.316388,2300,37110.486796
-14.756878,49,37111.215232
2619.467806,2939,37200.38852
1945.241077,1984,37260.97349
502.0,504,37276.376153
751.993029,860,37300.136249
-2.1715,97,37303.632593
32.2,77,37306.278519
-172.2,254,37316.412984
1471.533614,1651,37367.124257
-14.344345,27,37367.538297
12.25186,118,37371.368992
-0.758596,10,37371.519517
-14.655151,19,37371.804514
1613.797681,1686,37422.294294
469.98378,488,37434.272593
37.0,56,37435.119152
2921.245338,3197,37525.007604
-5.24345,18,37525.276142
1760.626815,1991,37590.940125
1179.616993,1579,37638.668442
312.363077,358,37648.245596
2087.346433,2102,37720.617531
710.458641,767,37743.681083
109.214971,167,37748.880568
47.585764,55,37749.686146
3265.195066,3515,37853.424587
4213.682328,4802,38011.822076
679.628242,753,38035.11504
1943.716396,1988,38092.327297
62.666436,102,38093.846082
1.236271,20,38095.399682
1775.240918,1790,38154.11719
2297.596862,2446,38228.108527
16.0,45,38230.235733
2362.270195,2516,38321.159118
913.17561,1103,38348.666378
2044.171913,2186,38416.151587
637.789615,749,38444.823649
909.597936,949,38472.972938
810.511462,814,38494.623314
453.0,455,38509.87181
1187.462969,1373,38552.38838
67.99437,95,38559.1366
304.982768,308,38566.401064
-134.381719,312,38575.241251
1095.029865,1181,38604.245702
54.679984,252,38610.849024
31.108125,290,38617.639435
-1.0,1,38617.656071
-11.345995,57,38619.690334
2.02828,71,38620.731001
1465.914159,1531,38667.901092
0.83235,6,38667.992266
5.709733,10,38668.141631
1085.805295,1101,38699.322348
1475.041914,1851,38750.353461
270.370974,478,38762.81979
1019.177014,1225,38801.690421
3003.301617,3031,38901.512434
-2.02418,14,38901.719765
1308.923483,1333,38944.273842
-46.6,58,38946.421354
4345.340631,4525,39092.289697
3023.285751,3486,39204.100515
1784.616917,2015,39271.90688
1113.880846,1258,39310.569051
3390.480685,3608,39429.91381
1063.342136,1135,39464.31255
1214.421558,1472,39508.42567
312.0,314,39515.087883
-1.0,1,39515.103122
653.386849,712,39534.260876
1797.718711,2134,39596.552176
767.260295,791,39622.064268
391.694315,414,39633.573316
-1.0,1,39634.377192
93.773505,181,39637.903515
16.0,45,39638.55744
2463.022679,2553,39725.947602
1434.73508,1630,39768.160189
49.094521,401,39779.059332
410.0,412,39788.827573
2215.300994,2367,39853.041953
1939.612135,2011,39911.209023
1127.0,1129,39946.122709
4.126902,109,39951.479871
962.435211,974,39974.624004
9.154202,92,39978.541327
610.978067,653,39996.119276
-45.022615,128,39999.543861
1558.218075,1807,40050.041495
26.136588,65,40051.553675
5076.189614,5404,40217.787567
1054.356689,1072,40252.275805
481.534783,583,40270.147933
563.419899,677,40291.950713
-3.258789,338,40303.887605
773.703804,858,40329.184088
-1.374076,33,40332.527194
2033.531566,2145,40395.834611
535.620629,556,40409.239474
1448.442198,1489,40455.813484
-0.884797,3,40455.857636
1220.183161,1277,40490.999613
620.978532,628,40506.899947
3263.25979,3649,40613.564861
315.296451,382,40625.258054
63.009669,149,40628.621173
692.220919,730,40652.690896
2151.848903,2296,40721.873839
-7.4,9,40722.009573
2491.546634,2672,40813.815987
3356.042422,3497,40930.825589
1821.513948,1923,40991.464879
720.666898,804,41012.413216
-1.0,1,41012.428789
149.925318,222,41018.386104
37.669187,94,41020.850744
-3.4,17,41021.102732
-146.332821,185,41025.959132
1641.603047,1812,41078.557375
212.0,217,41086.364856
2028.778759,2201,41146.626413
1244.063493,1298,41195.484564
-1.0,1,41195.501241
548.0,555,41212.474424
508.074077,553,41233.72118
-6.6,57,41234.549257
-3.4,4,41234.612917
-0.010847,10,41234.761564
-0.346817,27,41235.159287
36.307858,77,41237.639436
1445.883243,1509,41285.366737
991.283196,1050,41319.101431
566.051318,651,41342.747713
25.993739,95,41344.159721
2275.878725,2412,41415.004428
2320.744137,2381,41494.924312
676.646155,707,41516.12486
486.278116,570,41531.167058
978.793243,1526,41579.016504
-23.2,56,41583.392675
-0.98795,2,41583.422969
295.096572,339,41596.133177
102.541575,112,41600.022259
-35.4,44,41603.737586
491.394939,572,41619.255287
48.010943,110,41621.55646
2223.309971,2563,41707.54762
1121.472623,1167,41738.299345
1277.737173,1463,41782.518841
-15.298842,29,41782.940954
480.577359,490,41801.450454
2028.059011,2147,41876.682577
1984.162125,2112,41948.064562
889.839066,1098,41986.713124
528.161064,606,42001.874887
270.595001,283,42012.373828
269.668183,280,42022.370188
-1.0,1,42022.387116
228.603672,258,42030.834685
1044.869349,1143,42065.879817
351.551917,545,42083.311195
1148.060496,1257,42120.460873
82.544286,139,42123.607617
471.109222,501,42139.763585
496.684813,683,42160.406095
22.488923,99,42162.919483
530.778646,594,42184.7666
2186.640855,2307,42257.128226
502.125556,577,42274.460238
-2.378879,5,42274.534135
137.920935,268,42281.903011
592.219999,626,42298.972038
-11.821066,26,42299.353212
465.757848,574,42319.025151
1770.997678,1824,42373.498809
-18.321295,35,42376.132623
65.680015,449,42389.234479
1292.861898,1395,42437.267942
1797.542283,1856,42495.980521
644.817046,786,42520.38152
1428.204204,1765,42579.099019
752.668083,826,42606.178595
817.284717,880,42634.204105
2129.00887,2340,42712.028482
-1.176375,2,42712.058216
422.802152,480,42729.428311
130.065058,145,42734.657068
67.712468,100,42738.703664
1549.0,1551,42782.312275
879.962226,933,42813.154327
172.798073,189,42821.306985
1615.708471,1936,42882.9932
-58.347151,157,42888.267339
-1.27412,7,42888.370998
272.40144,341,42902.57137
78.988638,186,42906.633566
342.91715,519,42922.602579
-13.8,17,42926.176443
53.320791,271,42938.014958
2881.874653,3048,43038.723801
265.723281,342,43047.136695
44.705203,65,43048.107052
1273.280914,1315,43091.248305
371.0,378,43104.489691
515.181058,531,43118.153855
200.303031,274,43126.152723
1496.678478,2216,43192.009957
702.471938,746,43211.186352
2432.953305,2591,43295.048286
227.810291,322,43303.481729
1529.438683,1586,43355.190005
465.0,467,43367.431316
734.100826,800,43393.505822
2422.237861,2555,43479.003713
73.918217,123,43483.094709
-7.294574,69,43484.09832
-50.204618,66,43489.912477
-1.0,1,43489.927757
-9.8,42,43490.547633
916.90003,966,43520.986748
262.737836,268,43530.664918
-1.0,1,43530.680504
-1.0,1,43530.696875
3342.440568,3647,43638.451331
57.173654,72,43642.649184
694.231262,1125,43676.172324
147.950999,249,43683.040902
397.773136,482,43698.192729
1200.88742,1267,43737.071288
14.67964,106,43740.25421
769.00535,876,43767.020075
2527.709013,2618,43852.605002
55.249,102,43856.117943
429.915517,524,43869.82868
857.369976,882,43897.838872
390.859921,472,43909.644413
27.005641,70,43913.464339
1331.0,1333,43959.307817
1659.0,1676,44005.832228
573.791308,731,44031.03745
2029.921761,2130,44100.124962
-37.0,46,44100.798415
-5.639665,194,44106.352549
1.861355,76,44107.471304
-0.488157,8,44107.591249
116.116415,232,44117.359424
2214.948934,2301,44186.807682
382.584089,517,44200.114151
506.552809,520,44215.979638
586.511397,710,44237.186834
475.341404,523,44254.697377
14.489166,153,44258.527197
2007.100626,2073,44321.85989
784.103347,799,44347.53698
4779.568402,4998,44511.20063
2430.196882,2449,44592.08804
953.097571,1054,44623.224913
-36.533558,122,44627.101068
631.034511,734,44657.70785
726.328362,744,44681.077603
3837.351924,3939,44807.324177
22.785743,27,44810.360098
5751.764371,5908,44997.877938
869.876238,939,45023.292136
-57.022899,100,45025.529287
374.090231,431,45042.098942
126.395335,211,45046.411391
1192.279135,1232,45087.843134
-15.362974,113,45091.961578
2304.15585,2323,45172.220975
-51.962878,85,45173.474709
2582.13945,3022,45269.791393
395.360919,423,45283.892983
3932.397863,4068,45402.620807
291.248566,330,45413.169348
11.0,93,45418.078
1724.328762,2228,45488.501735
4385.303443,4727,45633.786544
848.139178,971,45663.191987
568.677274,577,45685.163443
479.448858,512,45702.345789
-14.8,53,45703.171788
1956.890997,2014,45770.148565
1172.879765,1234,45810.408935
1903.446576,2045,45874.703274
-8.768325,12,45874.880121
365.321957,512,45888.35103
1511.485206,1634,45944.292363
782.990804,834,45970.438173
445.0,447,45985.23085
1147.405168,1215,46025.486868
2217.798227,2384,46108.853964
3153.621629,3421,46209.776697
990.085757,1068,46244.26108
745.355382,1259,46279.387656
-1.0,1,46279.402275
644.031989,659,46302.721928
720.747256,753,46328.031774
-83.4,104,46330.514193
4.84963,99,46333.546795
483.762623,536,46350.190379
1645.566386,1966,46414.306533
-16.2,35,46414.824001
865.75674,1014,46449.317091
606.788014,684,46475.381863
704.614546,821,46503.257201
1320.39447,1348,46550.854852
-0.335473,43,46551.480872
248.4,300,46562.155062
968.058694,1491,46616.512449
-6.148213,39,46617.089027
1438.346115,1539,46667.293357
1412.848963,1491,46716.494305
2020.355247,2176,46785.234887
855.88673,985,46817.694993
1601.86105,1719,46872.74379
-1.0,7,46872.848573
0.875702,39,46873.970736
55.87958,93,46880.804235
374.24423,552,46897.099378
876.573784,911,46926.410425
2.350351,109,46931.212201
-47.4,59,46933.778752
2383.925366,2414,47005.131288
1253.495304,1477,47049.264393
767.0,769,47073.660022
292.486069,412,47085.992165
1583.819426,1739,47135.648569
931.0,936,47169.960649
-1.0,1,47169.97619
206.702606,284,47178.5659
75.0,77,47179.701194
1248.121707,1458,47223.855722
1083.56239,1483,47266.144306
4947.321715,5294,47437.634981
2108.67165,2200,47511.059684
-1.0,1,47511.074483
788.659558,829,47534.503487
2858.019831,2933,47624.955082
1075.588974,1086,47662.685712
1363.559088,1522,47708.657405
869.31913,1307,47752.602094
980.51007,1085,47782.125402
76.464828,243,47790.165221
305.312415,363,47801.035124
516.0,518,47816.510752
2833.166815,3009,47910.456163
75.165492,184,47914.781513
1111.27327,1156,47949.109366
382.011838,459,47960.823865
126.556889,178,47967.788205
-202.552295,286,47976.413538
3850.485808,3999,48100.467963
691.559788,763,48122.576342
756.222919,802,48152.605561
-15.4,19,48152.882497
0.147105,19,48153.157345
564.525159,595,48170.127741
1630.689136,1786,48232.295374
1798.174178,1851,48293.028295
5.417241,72,48294.11093
782.279382,890,48326.587269
1141.095604,1248,48377.123049
27.0,29,48377.548501
1150.06407,1214,48417.701587
2.914229,482,48431.723741
696.767818,793,48458.99072
389.15989,447,48471.665087
-87.4,124,48474.078901
358.245445,425,48491.317931
-27.166019,86,48492.581663
1469.183054,1474,48539.831658
-1.495514,11,48539.992452
118.977389,128,48544.476711
3687.179281,3866,48657.497975
36.325204,178,48663.818164
297.102429,415,48674.990546
114.697761,199,48679.455167
2288.947768,2545,48760.092433
-12.874088,55,48760.915865
684.40809,719,48789.386565
-28.2,57,48791.639165
766.559136,1129,48819.97271
-4.760364,11,48820.140585
664.305865,753,48840.727333
-33.8,42,48841.336912
354.612925,499,48854.81491
-1.0,1,48854.830516
-119.435192,206,48862.040248
740.672768,858,48889.833629
-1.0,1,48892.676743
1758.585303,2138,48961.725175
1840.015132,1891,49020.864644
885.15635,917,49050.273293
-18.915389,434,49066.479054
28.8,58,49067.333442
43.006101,100,49073.023668
1301.49903,1397,49120.15027
216.307091,292,49129.909955
-123.686078,915,49161.688116
-28.57851,61,49162.59112
963.548649,987,49195.060679
1017.600652,1065,49224.773516
188.474789,331,49235.303007
-97.0,121,49239.814817
3964.244026,4013,49364.689199
-23.4,36,49366.810279
-1.0,1,49366.825427
39.234296,72,49367.880779
1307.796182,1500,49418.32607
38.70759,87,49421.729369
1624.794687,1745,49467.375473
779.407392,858,49493.616362
967.749217,1142,49528.264955
1200.914736,1266,49565.718556
871.808328,965,49600.475094
1062.208837,1286,49640.828125
204.23553,245,49649.482147
622.745232,654,49665.286705
162.749369,241,49673.028955
1542.210951,1614,49731.253192
-26.854323,35,49731.762219
-1.0,1,49731.779797
1115.983096,1153,49765.202962
-4.015146,101,49770.294069
-1.158355,33,49772.540206
73.835675,93,49773.904252
756.341246,959,49807.322934
121.740451,176,49811.51247
140.508511,170,49818.159225
1200.543175,1252,49860.49923
492.484453,573,49877.22274
7.0,20,49877.520236
984.668526,1064,49915.158718
1824.34652,1934,49979.867751
-2.237118,6,49981.604834
261.057342,488,49992.542032
2617.305275,2838,50075.645332
2922.172636,3263,50182.363886
593.464619,712,50207.383781
2092.636834,2253,50274.716151
1771.960017,1872,50324.623863
-8.2,40,50325.214742
97.954617,152,50328.713513
-233.8,292,50340.283024
63.497945,181,50343.97832
3.131619,31,50344.435161
4117.904957,4430,50474.503126
479.184627,540,50489.486737
41.895701,47,50491.187734
953.441914,1005,50519.87474
493.021376,587,50539.942343
1381.74272,1402,50583.203964
3690.105365,3968,50705.273556
3575.780648,3845,50826.516858
932.369183,1006,50860.670343
1666.462298,1713,50919.108907
2589.321219,2959,51018.792463
200.365765,432,51029.676939
1781.585109,1879,51082.183113
784.954567,948,51110.049098
-2.145807,83,51111.27276
833.847904,924,51139.909024
323.472299,530,51157.82915
-13.8,17,51158.080118
-1.0,1,51158.09522
2189.820023,2549,51243.444117
682.145831,720,51268.967571
33.277157,39,51269.543664
-1.0,1,51269.559189
1495.43228,1595,51324.972894
276.468386,455,51339.151656
478.336985,612,51359.856087
-1.654248,34,51360.35109
1858.584549,1998,51426.346573
603.905328,881,51455.221373
877.829249,945,51483.188509
69.639802,259,51489.033851
499.621476,713,51512.232692
108.641652,115,51517.344137
-1.0,1,51517.358912
15.091349,40,51520.456848
5.184971,119,51525.012397
2460.293898,2772,51616.805164
1309.664572,1471,51666.044249
2094.096847,2528,51742.950415
4667.130389,5033,51905.971058
-1.0,1,51905.986749
70.342156,134,51908.906149
1457.440113,1508,51953.049666
1408.909193,1730,52015.694105
1431.59462,1718,52076.881402
3751.09472,4093,52214.39573
341.513724,369,52224.98973
-69.0,101,52227.421496
1201.983927,1479,52270.233825
976.722058,1034,52304.105181
355.81468,387,52316.532749
1180.639695,1208,52353.464253
1594.191126,1731,52407.731094
641.039642,848,52438.247393
5392.160113,5501,52603.916741
899.837368,927,52630.871359
1354.294094,1371,52672.874373
2953.863156,3046,52768.692204
-121.32431,165,52773.554813
172.314183,212,52779.964822
-1.0,1,52779.98007
2255.859341,2375,52858.090273
1306.62844,1649,52910.01892
376.032335,388,52924.198723
656.386244,672,52944.556231
687.645491,771,52968.781908
542.339474,675,52992.775662
1110.231603,1330,53035.449247
-82.427013,115,53040.378385
288.0,290,53051.283277
3.0,23,53051.614603
1186.086969,1421,53093.396272
972.220592,1038,53128.760226
1.047357,23,53129.106902
285.363153,327,53136.615484
915.388763,951,53168.372092
21.004042,37,53168.930059
26.1356,106,53172.968525
-23.864225,60,53174.930874
20.680619,32,53175.397069
-1.0,1,53175.412183
1917.729838,2152,53247.370289
2673.0,2694,53334.480224
903.435732,924,53361.322713
796.731947,942,53395.318543
-26.6,33,53395.803683
102.016913,166,53399.826709
413.216259,581,53418.185637
1052.416955,1123,53453.327932
31.826443,82,53454.529365
29.169621,56,53457.606246
-1.0,1,53457.622596
756.616367,844,53484.307903
213.780558,360,53495.212173
1810.735402,1827,53548.732733
787.240912,897,53574.824071
414.286083,505,53588.97955
2208.29074,2536,53678.227548
-16.2,41,53678.832188
-311.4,389,53692.715519
1593.620815,1727,53745.844886
480.091796,692,53769.333904
1026.489195,1117,53811.390997
1882.257114,2068,53881.524178
11.808851,66,53882.508261
127.805711,228,53893.869411
1296.89694,1309,53935.051745
-1.0,1,53935.068314
-4.2,17,53935.317513
-4.8,47,53936.006011
382.575511,510,53951.653247
185.379161,242,53961.058522
57.572259,72,53962.409412
231.356771,338,53974.825228
884.439056,929,54006.163698
2066.874276,2502,54088.93701
779.899177,916,54117.841609
83.451602,441,54131.211734
695.410672,702,54152.925509
3313.072907,3525,54273.697937
1568.503814,1629,54325.844664
-9.04397,85,54327.087185
2394.263334,2430,54404.629495
60.708671,202,54409.249187
103.835302,283,54417.418148
1387.458394,1469,54461.1296
1881.68469,2100,54529.58805
2901.241446,3182,54633.873456
1412.461343,1427,54682.304791
509.0,512,54697.692297
813.843201,824,54727.471853
33.103286,40,54728.064266
16.247181,95,54731.268429
1579.168673,1650,54783.787102
222.599012,293,54790.983841
-1.0,1,54791.000033
2446.275444,2728,54878.296359
184.474969,273,54890.319452
982.834116,1138,54929.780608
25.545936,69,54930.801449
-0.007543,10,54930.943604
52.0,54,54934.120239
-12.083807,70,54935.135917
2566.715493,2746,55023.126678
247.432079,284,55029.464715
-60.310009,87,55032.248843
338.243184,366,55043.536907
1395.257661,1453,55089.885152
3.424975,45,55090.552744
283.829943,373,55100.847723
35.614867,85,55102.752042
0.365218,37,55103.313939
288.4877,381,55114.448217
-19.4,52,55115.218998
1.401771,67,55117.367263
1039.92993,1124,55157.997297
1111.040944,1142,55193.668252
58.770206,109,55197.65566
184.401551,284,55205.573836
1684.825336,1814,55268.849674
-65.246854,86,55270.116946
248.608057,372,55279.891907
1097.800613,1104,55315.240242
0.761833,15,55315.461513
1039.089965,1057,55347.328926
-1.309807,3,55347.373209
1359.094492,1573,55398.216054
1886.763811,1984,55458.327801
1441.225332,1505,55502.972203
270.979849,328,55513.387106
577.0,579,55534.462057
20.0,82,55535.665111
